Date,Price,Open,High,Low,Vol.,Change %
2017/1/17,"1,340.43","1,358.00","1,358.60","1,336.80",60.87M,-1.29%
2017/1/16,"1,357.95","1,351.00","1,364.80","1,351.00",50.23M,0.52%
2017/1/13,"1,350.95","1,356.80","1,357.60","1,344.80",71.63M,-0.43%
2017/1/12,"1,356.83","1,380.40","1,384.80","1,355.70",85.63M,-1.71%
2017/1/11,"1,380.42","1,393.60","1,394.60","1,378.20",73.70M,-0.94%
2017/1/10,"1,393.56","1,402.80","1,402.90","1,383.40",91.06M,-0.66%
2017/1/9,"1,402.76","1,396.20","1,412.60","1,395.40",50.26M,0.47%
2017/1/6,"1,396.25","1,386.70","1,398.60","1,381.10",64.40M,0.69%
2017/1/5,"1,386.67","1,388.80","1,397.40","1,384.70",66.71M,-0.15%
2017/1/4,"1,388.81","1,407.20","1,407.20","1,385.30",63.09M,-1.30%
2017/1/3,"1,407.15","1,395.70","1,410.60","1,395.70",40.26M,0.84%
2016/12/30,"1,395.42","1,385.10","1,405.10","1,385.10",47.36M,0.75%
2016/12/29,"1,385.06","1,403.30","1,403.30","1,375.60",78.54M,-1.30%
2016/12/28,"1,403.31","1,398.00","1,403.31","1,389.50",53.75M,0.38%
2016/12/23,"1,398.03","1,383.10","1,398.03","1,382.20",45.82M,1.08%
2016/12/22,"1,383.08","1,372.10","1,387.90","1,366.30",62.31M,0.80%
2016/12/21,"1,372.14","1,360.60","1,374.40","1,360.60",66.90M,0.85%
2016/12/20,"1,360.63","1,350.20","1,372.00","1,350.20",87.37M,0.77%
2016/12/19,"1,350.24","1,338.90","1,358.10","1,338.90",68.38M,0.85%
2016/12/16,"1,338.88","1,333.70","1,342.10","1,333.70",140.21M,0.39%
2016/12/15,"1,333.68","1,362.20","1,362.20","1,333.68",128.11M,-2.10%
2016/12/14,"1,362.24","1,350.50","1,370.30","1,350.50",85.65M,0.87%
2016/12/13,"1,350.50","1,335.50","1,355.50","1,335.40",85.40M,1.12%
2016/12/12,"1,335.51","1,337.00","1,345.70","1,335.50",66.95M,-0.11%
2016/12/9,"1,337.01","1,341.40","1,345.00","1,335.50",82.04M,-0.33%
2016/12/8,"1,341.40","1,327.90","1,347.40","1,327.90",66.71M,1.01%
2016/12/7,"1,327.93","1,316.80","1,329.50","1,316.80",90.42M,0.85%
2016/12/6,"1,316.79","1,293.10","1,318.00","1,286.90",103.32M,1.83%
2016/12/5,"1,293.09","1,288.70","1,298.40","1,284.00",59.30M,0.34%
2016/12/2,"1,288.72","1,294.00","1,295.90","1,283.50",72.55M,-0.41%
2016/12/1,"1,293.98","1,326.40","1,326.40","1,287.90",122.53M,-2.44%
2016/11/30,"1,326.36","1,311.60","1,326.40","1,311.60",139.34M,1.12%
2016/11/29,"1,311.64","1,300.20","1,313.00","1,300.20",65.65M,0.88%
2016/11/28,"1,300.22","1,310.60","1,314.10","1,300.20",56.49M,-0.79%
2016/11/25,"1,310.62","1,308.10","1,312.80","1,306.90",63.99M,0.19%
2016/11/24,"1,308.11","1,309.80","1,313.80","1,296.10",62.75M,-0.13%
2016/11/23,"1,309.76","1,289.40","1,312.30","1,288.80",84.56M,1.58%
2016/11/22,"1,289.42","1,280.90","1,299.20","1,280.90",76.26M,0.67%
2016/11/21,"1,280.88","1,281.60","1,293.40","1,276.00",78.88M,-0.06%
2016/11/18,"1,281.61","1,269.30","1,284.30","1,269.20",75.14M,0.97%
2016/11/17,"1,269.27","1,253.60","1,277.50","1,251.70",108.84M,1.25%
2016/11/16,"1,253.55","1,253.00","1,266.10","1,250.20",107.26M,0.04%
2016/11/15,"1,253.00","1,259.80","1,259.80","1,251.40",72.21M,-0.54%
2016/11/14,"1,259.81","1,258.70","1,261.30","1,251.30",86.85M,0.09%
2016/11/11,"1,258.67","1,280.40","1,280.60","1,241.40",125.98M,-1.70%
2016/11/10,"1,280.40","1,301.10","1,302.60","1,268.10",125.56M,-1.59%
2016/11/9,"1,301.13","1,315.10","1,325.30","1,272.90",94.85M,-1.06%
2016/11/8,"1,315.09","1,318.80","1,326.90","1,311.80",68.02M,-0.28%
2016/11/7,"1,318.77","1,308.40","1,323.00","1,308.30",58.89M,0.79%
2016/11/4,"1,308.43","1,305.10","1,317.70","1,302.30",72.84M,0.25%
2016/11/3,"1,305.15","1,316.40","1,316.40","1,303.80",59.18M,-0.86%
2016/11/2,"1,316.42","1,314.60","1,318.20","1,292.90",80.48M,0.14%
2016/11/1,"1,314.59","1,315.30","1,324.10","1,308.60",55.02M,-0.05%
2016/10/31,"1,315.28","1,295.80","1,319.70","1,293.80",88.90M,1.50%
2016/10/28,"1,295.78","1,310.10","1,310.10","1,289.20",79.71M,-1.09%
2016/10/27,"1,310.06","1,328.50","1,328.60","1,308.40",84.89M,-1.39%
2016/10/26,"1,328.47","1,346.90","1,346.90","1,320.20",70.75M,-1.37%
2016/10/25,"1,346.88","1,329.20","1,352.10","1,328.30",72.26M,1.33%
2016/10/24,"1,329.21","1,347.70","1,347.70","1,324.00",94.81M,-1.37%
2016/10/21,"1,347.66","1,355.30","1,360.30","1,340.20",62.63M,-0.56%
2016/10/20,"1,355.27","1,363.90","1,367.80","1,353.20",89.36M,-0.63%
2016/10/19,"1,363.85","1,356.00","1,368.10","1,353.70",59.81M,0.58%
2016/10/18,"1,356.05","1,340.30","1,362.80","1,340.30",77.83M,1.17%
2016/10/17,"1,340.35","1,373.90","1,373.90","1,340.30",71.21M,-2.44%
2016/10/14,"1,373.93","1,373.90","1,381.10","1,370.30",54.16M,0.00%
2016/10/13,"1,373.89","1,368.60","1,378.10","1,361.40",92.06M,0.38%
2016/10/12,"1,368.63","1,364.10","1,372.60","1,354.90",83.03M,0.33%
2016/10/11,"1,364.14","1,367.70","1,369.00","1,356.90",74.88M,-0.26%
2016/10/10,"1,367.69","1,367.40","1,373.80","1,363.80",46.93M,0.02%
2016/10/7,"1,367.39","1,393.60","1,396.60","1,361.90",100.08M,-1.88%
2016/10/6,"1,393.60","1,388.30","1,395.30","1,380.10",67.57M,0.39%
2016/10/5,"1,388.25","1,422.40","1,422.40","1,388.25",89.12M,-2.40%
2016/10/4,"1,422.38","1,438.40","1,438.40","1,414.00",59.95M,-1.11%
2016/10/3,"1,438.41","1,427.40","1,448.10","1,427.40",41.66M,0.77%
2016/9/30,"1,427.40","1,431.30","1,432.90","1,408.40",85.22M,-0.27%
2016/9/29,"1,431.28","1,434.80","1,441.50","1,427.90",61.53M,-0.25%
2016/9/28,"1,434.82","1,437.10","1,440.10","1,427.40",57.66M,-0.16%
2016/9/27,"1,437.15","1,437.00","1,439.10","1,425.70",79.04M,0.01%
2016/9/26,"1,437.03","1,417.50","1,437.03","1,412.50",77.38M,1.38%
2016/9/23,"1,417.46","1,395.50","1,420.20","1,392.00",202.14M,1.58%
2016/9/22,"1,395.46","1,396.10","1,406.40","1,391.70",68.02M,-0.05%
2016/9/21,"1,396.09","1,390.40","1,398.40","1,387.90",70.82M,0.41%
2016/9/20,"1,390.41","1,390.30","1,393.40","1,381.90",84.21M,0.01%
2016/9/19,"1,390.28","1,387.70","1,391.30","1,383.50",11.20M,0.19%
2016/9/16,"1,387.66","1,378.30","1,391.90","1,378.30",133.51M,0.68%
2016/9/15,"1,378.25","1,378.60","1,380.30","1,363.90",120.91M,-0.03%
2016/9/14,"1,378.60","1,374.00","1,378.60","1,353.20",127.37M,0.33%
2016/9/13,"1,374.01","1,376.30","1,392.80","1,373.00",121.43M,-0.16%
2016/9/12,"1,376.27","1,418.00","1,418.00","1,374.10",106.30M,-2.94%
2016/9/9,"1,417.97","1,443.00","1,443.00","1,416.90",99.48M,-1.74%
2016/9/8,"1,443.02","1,427.60","1,443.02","1,415.10",117.81M,1.08%
2016/9/7,"1,427.59","1,460.60","1,460.80","1,425.60",121.95M,-2.26%
2016/9/6,"1,460.61","1,475.60","1,476.10","1,457.30",60.09M,-1.02%
2016/9/5,"1,475.62","1,468.20","1,479.00","1,468.20",59.89M,0.51%
2016/9/2,"1,468.18","1,487.00","1,487.20","1,465.50",71.38M,-1.27%
2016/9/1,"1,487.00","1,492.70","1,493.50","1,482.10",79.45M,-0.38%
2016/8/31,"1,492.71","1,500.50","1,507.00","1,487.90",90.34M,-0.52%
2016/8/30,"1,500.49","1,491.60","1,503.60","1,491.60",74.18M,0.60%
2016/8/29,"1,491.61","1,510.10","1,510.10","1,480.50",67.98M,-1.22%
2016/8/26,"1,510.09","1,524.80","1,524.80","1,505.30",53.53M,-0.96%
2016/8/25,"1,524.80","1,510.90","1,526.80","1,508.20",73.60M,0.92%
2016/8/24,"1,510.85","1,506.50","1,510.90","1,494.90",64.21M,0.29%
2016/8/23,"1,506.46","1,501.90","1,519.10","1,501.90",73.92M,0.30%
2016/8/22,"1,501.88","1,494.20","1,501.90","1,490.70",68.41M,0.51%
2016/8/19,"1,494.21","1,493.00","1,500.00","1,489.80",57.78M,0.08%
2016/8/18,"1,493.01","1,503.60","1,504.00","1,486.90",76.76M,-0.71%
2016/8/17,"1,503.62","1,507.10","1,516.30","1,498.70",62.28M,-0.23%
2016/8/16,"1,507.09","1,505.60","1,518.60","1,505.60",78.86M,0.10%
2016/8/15,"1,505.64","1,489.60","1,507.40","1,487.50",46.07M,1.08%
2016/8/12,"1,489.59","1,501.30","1,506.10","1,475.90",86.11M,-0.78%
2016/8/11,"1,501.28","1,505.60","1,506.10","1,495.20",50.60M,-0.29%
2016/8/10,"1,505.58","1,497.20","1,505.60","1,489.60",63.13M,0.56%
2016/8/9,"1,497.19","1,513.10","1,513.20","1,494.00",83.21M,-1.05%
2016/8/8,"1,513.15","1,516.30","1,526.00","1,513.10",61.23M,-0.21%
2016/8/5,"1,516.29","1,529.10","1,529.60","1,515.40",66.74M,-0.84%
2016/8/4,"1,529.08","1,518.00","1,531.80","1,517.90",75.03M,0.73%
2016/8/3,"1,518.05","1,539.50","1,539.50","1,514.90",98.59M,-1.39%
2016/8/2,"1,539.47","1,557.90","1,558.50","1,536.30",92.41M,-1.18%
2016/8/1,"1,557.87","1,546.40","1,562.30","1,546.40",37.92M,0.74%
2016/7/29,"1,546.38","1,551.30","1,560.90","1,540.00",94.48M,-0.32%
2016/7/28,"1,551.33","1,545.90","1,551.33","1,538.20",55.88M,0.35%
2016/7/27,"1,545.89","1,554.20","1,557.60","1,535.90",63.54M,-0.53%
2016/7/26,"1,554.16","1,545.60","1,555.40","1,545.40",66.64M,0.55%
2016/7/25,"1,545.60","1,539.40","1,556.60","1,539.40",52.42M,0.40%
2016/7/22,"1,539.43","1,546.80","1,550.40","1,535.60",76.75M,-0.48%
2016/7/21,"1,546.81","1,547.70","1,564.00","1,545.50",83.46M,-0.06%
2016/7/20,"1,547.67","1,530.80","1,548.60","1,530.70",80.72M,1.10%
2016/7/19,"1,530.76","1,522.60","1,530.80","1,520.40",65.76M,0.54%
2016/7/18,"1,522.57","1,510.50","1,526.80","1,508.60",45.00M,0.80%
2016/7/15,"1,510.46","1,527.40","1,527.50","1,508.50",75.61M,-1.11%
2016/7/14,"1,527.44","1,522.00","1,531.80","1,522.00",57.39M,0.36%
2016/7/13,"1,521.96","1,523.10","1,525.90","1,514.00",71.51M,-0.07%
2016/7/12,"1,523.07","1,527.50","1,538.20","1,519.60",67.45M,-0.29%
2016/7/11,"1,527.45","1,495.50","1,528.60","1,495.50",64.29M,2.13%
2016/7/8,"1,495.54","1,498.30","1,500.20","1,494.20",48.89M,-0.18%
2016/7/7,"1,498.31","1,490.50","1,500.40","1,489.20",63.73M,0.53%
2016/7/6,"1,490.47","1,489.00","1,497.40","1,478.20",66.59M,0.10%
2016/7/5,"1,488.96","1,501.30","1,502.10","1,480.40",57.92M,-0.82%
2016/7/4,"1,501.29","1,483.40","1,501.30","1,483.40",51.70M,1.20%
2016/7/1,"1,483.44","1,467.20","1,495.60","1,467.20",85.61M,1.11%
2016/6/30,"1,467.20","1,454.10","1,485.00","1,454.00",100.24M,0.90%
2016/6/29,"1,454.13","1,456.50","1,456.60","1,430.40",107.04M,-0.16%
2016/6/28,"1,456.53","1,464.10","1,464.10","1,441.60",97.74M,-0.52%
2016/6/27,"1,464.09","1,435.80","1,468.20","1,417.00",95.53M,1.97%
2016/6/24,"1,435.82","1,464.40","1,471.50","1,418.10",111.97M,-1.95%
2016/6/23,"1,464.44","1,463.80","1,470.20","1,459.70",45.34M,0.05%
2016/6/22,"1,463.74","1,459.50","1,474.50","1,459.50",50.64M,0.29%
2016/6/21,"1,459.52","1,456.30","1,461.70","1,448.30",58.48M,0.22%
2016/6/20,"1,456.30","1,449.00","1,458.30","1,443.70",45.51M,0.50%
2016/6/17,"1,449.03","1,446.80","1,452.40","1,442.40",82.04M,0.15%
2016/6/16,"1,446.85","1,437.70","1,455.60","1,436.60",96.70M,0.64%
2016/6/15,"1,437.70","1,441.70","1,452.00","1,436.70",67.93M,-0.27%
2016/6/14,"1,441.65","1,454.90","1,454.90","1,438.10",81.63M,-0.91%
2016/6/10,"1,454.91","1,462.90","1,462.90","1,451.80",50.66M,-0.55%
2016/6/9,"1,462.91","1,454.50","1,464.70","1,453.00",53.74M,0.58%
2016/6/8,"1,454.47","1,452.10","1,456.40","1,449.80",65.89M,0.17%
2016/6/7,"1,452.06","1,452.20","1,461.00","1,447.90",68.63M,-0.01%
2016/6/6,"1,452.24","1,434.90","1,454.60","1,434.30",72.80M,1.21%
2016/6/3,"1,434.91","1,425.60","1,439.60","1,425.60",50.72M,0.66%
2016/6/2,"1,425.55","1,431.40","1,436.30","1,422.90",76.20M,-0.41%
2016/6/1,"1,431.35","1,437.10","1,437.10","1,420.40",82.97M,-0.40%
2016/5/31,"1,437.09","1,446.90","1,446.90","1,433.40",100.95M,-0.68%
2016/5/30,"1,446.90","1,438.00","1,447.50","1,438.00",39.33M,0.62%
2016/5/27,"1,437.95","1,433.80","1,447.80","1,433.70",63.82M,0.29%
2016/5/26,"1,433.79","1,431.30","1,434.50","1,416.10",78.94M,0.17%
2016/5/25,"1,431.33","1,418.80","1,439.70","1,418.80",77.86M,0.88%
2016/5/24,"1,418.84","1,420.40","1,424.10","1,414.50",68.23M,-0.11%
2016/5/23,"1,420.41","1,433.00","1,435.40","1,414.90",75.14M,-0.88%
2016/5/20,"1,433.03","1,430.00","1,433.50","1,426.70",55.26M,0.21%
2016/5/19,"1,429.96","1,438.70","1,440.80","1,421.80",80.40M,-0.61%
2016/5/18,"1,438.71","1,446.90","1,447.60","1,430.80",76.99M,-0.56%
2016/5/17,"1,446.88","1,435.10","1,447.70","1,435.10",79.74M,0.82%
2016/5/16,"1,435.11","1,431.70","1,441.30","1,431.50",58.76M,0.24%
2016/5/13,"1,431.74","1,426.60","1,443.60","1,426.30",73.17M,0.36%
2016/5/12,"1,426.63","1,440.30","1,440.40","1,421.70",70.51M,-0.95%
2016/5/11,"1,440.30","1,454.30","1,467.20","1,440.30",83.57M,-0.97%
2016/5/10,"1,454.34","1,433.50","1,462.30","1,432.00",117.65M,1.45%
2016/5/9,"1,433.51","1,430.50","1,433.51","1,421.60",72.45M,0.21%
2016/5/6,"1,430.50","1,441.30","1,441.30","1,415.40",92.81M,-0.75%
2016/5/5,"1,441.30","1,442.40","1,449.20","1,432.80",73.39M,-0.08%
2016/5/4,"1,442.39","1,433.30","1,459.30","1,433.10",88.68M,0.63%
2016/5/3,"1,433.33","1,402.90","1,443.70","1,402.70",90.03M,2.17%
2016/5/2,"1,402.90","1,400.20","1,411.90","1,399.60",58.27M,0.19%
2016/4/29,"1,400.22","1,396.00","1,405.30","1,394.00",62.10M,0.30%
2016/4/28,"1,395.97","1,387.30","1,397.70","1,380.70",80.24M,0.63%
2016/4/27,"1,387.26","1,379.90","1,404.90","1,375.90",93.28M,0.53%
2016/4/26,"1,379.91","1,365.70","1,381.00","1,364.80",76.31M,1.04%
2016/4/22,"1,365.68","1,366.30","1,367.60","1,354.10",74.18M,-0.05%
2016/4/21,"1,366.30","1,392.80","1,399.20","1,360.30",91.10M,-1.90%
2016/4/20,"1,392.77","1,387.90","1,392.80","1,383.40",53.45M,0.35%
2016/4/19,"1,387.89","1,389.80","1,400.90","1,383.10",79.83M,-0.14%
2016/4/18,"1,389.84","1,372.90","1,393.20","1,372.70",61.07M,1.23%
2016/4/15,"1,372.91","1,369.80","1,378.10","1,367.90",56.59M,0.23%
2016/4/14,"1,369.78","1,370.70","1,383.00","1,360.90",68.21M,-0.06%
2016/4/13,"1,370.67","1,363.30","1,370.70","1,355.90",85.16M,0.54%
2016/4/12,"1,363.34","1,350.50","1,367.50","1,343.50",62.26M,0.95%
2016/4/11,"1,350.52","1,355.90","1,356.10","1,343.80",54.45M,-0.40%
2016/4/8,"1,355.90","1,351.10","1,359.90","1,342.00",62.38M,0.36%
2016/4/7,"1,351.10","1,339.40","1,353.30","1,339.40",55.99M,0.87%
2016/4/6,"1,339.45","1,327.20","1,339.45","1,322.40",62.33M,0.92%
2016/4/5,"1,327.18","1,338.50","1,344.70","1,321.50",72.49M,-0.85%
2016/4/4,"1,338.55","1,335.90","1,349.20","1,334.60",49.08M,0.20%
2016/4/1,"1,335.90","1,362.00","1,362.00","1,333.00",67.35M,-1.92%
2016/3/31,"1,362.05","1,350.50","1,364.00","1,350.40",77.09M,0.86%
2016/3/30,"1,350.47","1,342.90","1,355.30","1,342.90",63.89M,0.56%
2016/3/29,"1,342.90","1,348.80","1,358.50","1,338.70",59.21M,-0.43%
2016/3/24,"1,348.76","1,346.00","1,354.30","1,345.30",52.04M,0.21%
2016/3/23,"1,345.98","1,343.40","1,346.00","1,335.40",50.41M,0.19%
2016/3/22,"1,343.37","1,343.60","1,346.80","1,334.10",89.62M,-0.02%
2016/3/21,"1,343.64","1,346.80","1,351.40","1,341.80",44.80M,-0.23%
2016/3/18,"1,346.78","1,355.00","1,357.60","1,338.50",119.86M,-0.61%
2016/3/17,"1,354.98","1,338.30","1,356.90","1,338.30",100.05M,1.24%
2016/3/16,"1,338.32","1,337.10","1,348.20","1,334.10",65.20M,0.09%
2016/3/15,"1,337.13","1,335.90","1,346.50","1,329.90",71.80M,0.09%
2016/3/14,"1,335.94","1,350.90","1,353.20","1,329.00",62.42M,-1.11%
2016/3/11,"1,350.87","1,350.10","1,364.00","1,347.00",60.30M,0.06%
2016/3/10,"1,350.08","1,344.10","1,363.00","1,344.10",73.46M,0.45%
2016/3/9,"1,344.07","1,331.20","1,345.60","1,331.10",68.84M,0.96%
2016/3/8,"1,331.24","1,314.50","1,334.30","1,314.50",98.51M,1.27%
2016/3/7,"1,314.54","1,318.60","1,329.30","1,306.70",78.67M,-0.31%
2016/3/4,"1,318.62","1,361.20","1,361.30","1,318.60",96.88M,-3.13%
2016/3/3,"1,361.22","1,350.30","1,361.30","1,349.70",102.79M,0.81%
2016/3/2,"1,350.27","1,345.30","1,359.90","1,345.30",67.10M,0.37%
2016/3/1,"1,345.33","1,330.50","1,351.20","1,326.80",89.14M,1.11%
2016/2/29,"1,330.54","1,336.80","1,352.00","1,329.10",98.57M,-0.47%
2016/2/26,"1,336.85","1,336.00","1,340.10","1,321.10",82.74M,0.06%
2016/2/25,"1,336.00","1,328.00","1,343.50","1,328.00",94.92M,0.60%
2016/2/24,"1,327.98","1,336.60","1,339.80","1,322.80",65.75M,-0.64%
2016/2/23,"1,336.56","1,344.30","1,345.10","1,329.80",67.38M,-0.58%
2016/2/22,"1,344.29","1,328.80","1,346.60","1,327.00",70.13M,1.17%
2016/2/19,"1,328.79","1,326.50","1,336.40","1,321.40",69.63M,0.17%
2016/2/18,"1,326.54","1,315.10","1,338.70","1,315.10",79.46M,0.87%
2016/2/17,"1,315.12","1,331.70","1,336.50","1,310.10",91.29M,-1.25%
2016/2/16,"1,331.71","1,306.20","1,331.71","1,293.70",106.25M,1.95%
2016/2/15,"1,306.18","1,293.10","1,306.20","1,287.50",75.67M,1.01%
2016/2/12,"1,293.06","1,300.40","1,310.40","1,288.30",104.45M,-0.57%
2016/2/11,"1,300.42","1,276.40","1,300.42","1,270.20",80.26M,1.88%
2016/2/10,"1,276.40","1,290.10","1,292.40","1,268.70",109.47M,-1.06%
2016/2/9,"1,290.11","1,323.90","1,323.90","1,290.10",93.08M,-2.55%
2016/2/8,"1,323.93","1,320.10","1,325.00","1,303.50",53.78M,0.29%
2016/2/5,"1,320.05","1,319.50","1,320.10","1,306.00",56.27M,0.04%
2016/2/4,"1,319.46","1,305.60","1,322.10","1,302.90",69.46M,1.06%
2016/2/3,"1,305.63","1,314.90","1,314.90","1,297.90",80.30M,-0.70%
2016/2/2,"1,314.89","1,316.80","1,327.10","1,312.00",74.53M,-0.15%
2016/2/1,"1,316.84","1,304.60","1,330.60","1,304.60",82.85M,0.93%
2016/1/29,"1,304.65","1,303.80","1,308.90","1,296.30",74.09M,0.07%
2016/1/28,"1,303.78","1,296.70","1,311.70","1,288.40",66.90M,0.55%
2016/1/27,"1,296.71","1,289.60","1,307.40","1,288.80",77.38M,0.55%
2016/1/25,"1,289.60","1,280.50","1,292.60","1,277.90",65.75M,0.71%
2016/1/22,"1,280.52","1,278.70","1,295.90","1,275.20",81.60M,0.16%
2016/1/21,"1,278.47","1,282.10","1,292.60","1,278.47",105.39M,-0.28%
2016/1/20,"1,282.08","1,274.00","1,290.70","1,272.10",89.35M,0.63%
2016/1/19,"1,274.02","1,252.90","1,276.40","1,252.60",80.07M,1.70%
2016/1/18,"1,252.71","1,250.90","1,256.60","1,234.40",72.35M,0.59%
2016/1/17,"1,245.40","1,246.10","1,246.40","1,234.40",11.07M,-0.48%
2016/1/15,"1,251.35","1,260.40","1,279.60","1,245.70",77.12M,-0.70%
2016/1/14,"1,260.13","1,275.70","1,275.70","1,252.20",80.96M,-1.22%
2016/1/13,"1,275.72","1,256.40","1,278.90","1,254.60",76.19M,1.54%
2016/1/12,"1,256.42","1,249.50","1,271.30","1,249.50",75.78M,0.56%
2016/1/11,"1,249.48","1,259.80","1,259.80","1,236.30",66.35M,0.84%
2016/1/10,"1,239.10","1,257.80","1,257.80","1,236.30",11.44M,-1.64%
2016/1/8,"1,259.79","1,263.00","1,265.90","1,247.20",78.37M,-0.25%
2016/1/7,"1,263.01","1,272.10","1,283.40","1,261.40",71.95M,-0.71%
2016/1/6,"1,272.10","1,274.10","1,291.00","1,264.10",64.92M,-0.16%
2016/1/5,"1,274.12","1,288.00","1,292.10","1,274.10",60.23M,-1.08%
2016/1/4,"1,288.01","1,291.20","1,312.90","1,283.70",51.92M,-1.79%
2016/1/3,"1,311.50","1,294.90","1,312.90","1,290.00",5.31M,1.57%
2015/12/31,"1,291.22","1,313.90","1,319.50","1,291.20",42.15M,-1.72%
2015/12/30,"1,313.87","1,309.20","1,323.00","1,306.60",38.37M,0.36%
2015/12/29,"1,309.21","1,304.60","1,316.90","1,285.00",67.19M,1.41%
2015/12/28,"1,291.00","1,297.90","1,297.90","1,285.00",6.40M,-1.04%
2015/12/24,"1,304.56","1,297.00","1,305.40","1,296.20",24.85M,0.59%
2015/12/23,"1,296.95","1,294.30","1,305.80","1,294.30",49.94M,0.20%
2015/12/22,"1,294.30","1,290.90","1,304.70","1,290.60",70.62M,0.26%
2015/12/21,"1,290.93","1,299.50","1,299.50","1,287.00",58.39M,-0.39%
2015/12/20,"1,296.00","1,299.00","1,299.00","1,292.30",5.70M,-0.27%
2015/12/18,"1,299.50","1,298.00","1,301.90","1,274.40",140.82M,0.11%
2015/12/17,"1,298.03","1,299.20","1,310.00","1,296.50",150.56M,-0.09%
2015/12/16,"1,299.17","1,252.90","1,299.20","1,252.90",139.66M,3.69%
2015/12/15,"1,252.90","1,251.10","1,260.50","1,248.80",68.50M,0.15%
2015/12/14,"1,251.08","1,267.40","1,267.40","1,249.50",78.08M,-0.66%
2015/12/13,"1,259.40","1,266.20","1,266.20","1,257.90",10.55M,-0.63%
2015/12/11,"1,267.44","1,262.30","1,275.30","1,257.00",71.00M,0.41%
2015/12/10,"1,262.29","1,279.10","1,281.90","1,259.50",107.46M,-1.31%
2015/12/9,"1,279.09","1,288.80","1,289.00","1,272.40",77.31M,-0.75%
2015/12/8,"1,288.81","1,276.10","1,293.10","1,272.40",68.92M,1.00%
2015/12/7,"1,276.06","1,262.00","1,285.40","1,262.00",58.13M,-0.47%
2015/12/6,"1,282.10","1,264.20","1,284.90","1,264.20",6.83M,1.59%
2015/12/4,"1,262.03","1,279.80","1,279.80","1,252.40",72.69M,-1.39%
2015/12/3,"1,279.80","1,279.90","1,285.60","1,266.60",59.57M,-0.01%
2015/12/2,"1,279.90","1,293.00","1,294.40","1,279.90",83.78M,-1.02%
2015/12/1,"1,293.04","1,261.10","1,297.30","1,260.20",93.07M,2.53%
2015/11/30,"1,261.12","1,270.10","1,275.80","1,261.10",91.30M,-0.93%
2015/11/29,"1,272.90","1,270.30","1,275.80","1,269.40",4.22M,0.22%
2015/11/27,"1,270.13","1,267.30","1,280.70","1,267.20",45.75M,0.22%
2015/11/26,"1,267.30","1,271.60","1,281.00","1,267.30",62.71M,-0.33%
2015/11/25,"1,271.55","1,288.60","1,290.50","1,271.55",64.90M,-1.32%
2015/11/24,"1,288.56","1,290.90","1,294.90","1,287.40",60.64M,-0.18%
2015/11/23,"1,290.86","1,282.80","1,297.80","1,282.60",50.12M,-0.17%
2015/11/22,"1,293.00","1,284.50","1,294.00","1,284.40",8.13M,0.79%
2015/11/20,"1,282.82","1,280.90","1,283.30","1,276.00",79.79M,0.15%
2015/11/19,"1,280.94","1,259.30","1,282.00","1,259.30",79.20M,1.72%
2015/11/18,"1,259.34","1,251.20","1,264.40","1,243.20",61.25M,0.65%
2015/11/17,"1,251.21","1,218.80","1,251.21","1,218.80",92.44M,2.66%
2015/11/16,"1,218.76","1,237.40","1,237.40","1,217.00",99.06M,-0.66%
2015/11/15,"1,226.80","1,234.70","1,234.70","1,217.00",12.37M,-0.85%
2015/11/13,"1,237.35","1,245.10","1,247.00","1,224.80",78.51M,-0.62%
2015/11/12,"1,245.06","1,248.10","1,248.20","1,238.50",74.71M,-0.24%
2015/11/11,"1,248.07","1,242.70","1,254.10","1,242.70",81.63M,0.44%
2015/11/10,"1,242.66","1,261.50","1,261.50","1,229.80",100.61M,-1.49%
2015/11/9,"1,261.45","1,295.20","1,295.20","1,258.30",74.75M,-1.13%
2015/11/8,"1,275.90","1,290.90","1,291.30","1,274.50",9.17M,-1.49%
2015/11/6,"1,295.23","1,285.30","1,296.20","1,283.50",63.96M,0.77%
2015/11/5,"1,285.32","1,300.50","1,300.60","1,282.50",60.65M,-1.17%
2015/11/4,"1,300.48","1,292.20","1,317.60","1,292.20",70.22M,0.64%
2015/11/3,"1,292.15","1,285.90","1,306.00","1,285.50",59.49M,0.48%
2015/11/2,"1,285.93","1,299.20","1,302.00","1,279.40",59.43M,-0.45%
2015/11/1,"1,291.80","1,299.90","1,302.00","1,291.40",5.54M,-0.57%
2015/10/30,"1,299.15","1,299.20","1,303.10","1,289.90",73.79M,-0.01%
2015/10/29,"1,299.22","1,301.70","1,312.10","1,298.00",65.75M,-0.19%
2015/10/28,"1,301.72","1,298.60","1,309.70","1,297.60",58.31M,0.24%
2015/10/27,"1,298.63","1,295.70","1,300.90","1,295.70",58.90M,0.23%
2015/10/26,"1,295.66","1,288.20","1,301.60","1,288.20",39.67M,0.13%
2015/10/25,"1,294.00","1,290.30","1,301.60","1,290.30",7.02M,0.45%
2015/10/23,"1,288.25","1,266.60","1,301.90","1,266.60",86.90M,1.71%
2015/10/22,"1,266.58","1,254.20","1,266.90","1,251.60",47.83M,0.99%
2015/10/21,"1,254.20","1,261.90","1,261.90","1,251.00",57.20M,-0.61%
2015/10/20,"1,261.86","1,260.10","1,273.70","1,259.40",54.54M,0.14%
2015/10/19,"1,260.06","1,264.20","1,264.30","1,255.40",58.72M,0.00%
