date, value,,,,,
2013/6/1,12.3447,,,,,
2013/7/1,12.5155,,,,,
2013/8/1,12.9563,,,,,
2013/9/1,12.963,,,,,
2013/10/1,13.7373,,,,,
2013/11/1,13.5138,,,,,
2013/12/1,12.2384,,,,,
2014/1/1,12.8321,,,,,
2014/2/1,12.9301,,,,,
2014/3/1,12.7166,,,,,
2014/4/1,12.9186,,,,,
2014/5/1,12.1751,,,,,
2014/6/1,12.4798,,,,,
2014/7/1,13.0921,,,,,
2014/8/1,13.3988,,,,,
2014/9/1,13.3447,,,,,
2014/10/1,14.4556,,,,,
2014/11/1,17.8798,,,,,
2014/12/1,22.6394,,,,,
2015/1/1,26.1246,,,,,
2015/2/1,24.3971,,,,,
2015/3/1,24.937,,,,,
2015/4/1,19.7929,,,,,
2015/5/1,19.7579,,,,,
2015/6/1,19.6906,,,,,
2015/7/1,23.3107,,,,,
2015/8/1,23.0691,,,,,
2015/9/1,24.7061,,,,,
2015/10/1,24.5192,,,,,
2015/11/1,25.4958,,,,,
2015/12/1,28.8674,,,,,
2016/1/1,33.1559,,,,,
2016/2/1,33.2444,,,,,
2016/3/1,32.3422,,,,,
2016/4/1,26.8042,,,,,
2016/5/1,24.7963,,,,,
2016/6/1,27.3246,,,,,
2016/7/1,32.6322,,,,,
2016/8/1,29.3378,,,,,
2016/9/1,27.3031,,,,,
2016/10/1,27.1682,,,,,
2016/11/1,23.7439,,,,,
2016/12/1,21.4389,,,,,
2017/1/1,22.9388,,,,,
2017/2/1,23.2161,,,,,
2017/3/1,24.7273,,,,,
2017/4/1,25.7105,,,,,
2017/5/1,26.3949,,,,,
2017/6/1,26.9831,,,,,
2017/7/1,25.3817,,,,,
2017/8/1,27.9949,,,,,
2017/9/1,24.8655,,,,,
2017/10/1,23.3634,,,,,
2017/11/1,22.3371,,,,,
2017/12/1,21.4581,,,,,
2018/1/1,20.7531,,,,,
2018/2/1,21.4195,,,,,
2018/3/1,20.3865,,,,,
2018/4/1,19.1957,,,,,
2018/5/1,19.4436,,,,,
2018/6/1,16.8651,,,,,
2018/7/1,17.7312,,,,,
2018/8/1,17.2901,,,,,
2018/9/1,16.157,,,,,
2018/10/1,18.6449,,,,,
2018/11/1,23.9633,,,,,
2018/12/1,28.224,,,,,
2019/1/1,24.5864,,,,,
2019/2/1,23.1641,,,,,
2019/3/1,21.4691,,,,,
2019/4/1,20.1087,,,,,
2019/5/1,24.2243,,,,,
2019/6/1,24.1697,,,,,
2019/7/1,24.4205,,,,,
2019/8/1,27.7051,,,,,
2019/9/1,27.5125,,,,,
2019/10/1,27.8036,,,,,
2019/11/1,26.3975,,,,,
2019/12/1,24.9427,,,,,
2020/1/1,30.6604,,,,,
2020/2/1,36.3349,,,,,
2020/3/1,78.3521,,,,,
2020/4/1,91.1226,,,,,
2020/5/1,51.0849,,,,,
